# The quiz: a text, then "=>", then the space it should build, then (optional) "|" and
# questions with their answers: "question = answer; question = answer".
# Statements: "X in Y" (X is inside Y), "X is Y" (X joined the group Y), "X owns Y", "X: fact".
# Separate with ";".
# Answers: names ("green"; "bike, car" when more than one), "yes", "no", "nothing", or a number
# written in digits.
# Every line starts from an empty space. Only the permanent space counts: what the reader kept
# when a sentence settled. Questions are asked of that space. No word has a meaning in the code: the
# reader learns which behaviors each word promotes from these lines.
# Most lines are scenes: two to five statements, then many questions about them. The questions
# ask each fact in several wordings (where is X, what is in Y, is X in Y), ask about a thing the
# scene does not name (nothing, no), and combine facts where the concept allows. Things in one
# scene have distinct names, unless the concept is about two of the same kind. Simple scenes come
# first. Turn lines stay one statement and one question, since a turn draws one answer.
# Lines that start with "test:" are held out: the reader never learns from them; they show if
# what was learned works on new sentences. Test scenes use new names and things in the shapes
# the learned scenes teach.
# The shape of the numbers facts: the digits put their number on the stack, "=" applies nothing,
# and the word takes the number. Read before the facts are seeded, so the word's value comes only
# from the digits; the facts file 14-numbers.txt is written in this shape and seeded for the rest.
# These scenes only state, since the facts file they teach only states.
3 = three . 5 = five . => 3 = 3; three = 3; 5 = 5; five = 5
10 = ten . 13 = thirteen . => 10 = 10; ten = 10; 13 = 13; thirteen = 13
40 = forty . 100 = hundred . => 40 = 40; forty = 40; 100 = 100; hundred = 100
test: 70 = seventy . 14 = fourteen . => 70 = 70; seventy = 70; 14 = 14; fourteen = 14
seed: 14-numbers
the box is a thing. the cup is a thing. the pen is in the cup. => box is thing; cup is thing; pen in cup | what is in the cup? = pen; where is the pen? = cup; is the cup a thing? = yes; is the box a thing? = yes; what is in the box? = nothing; is the pen in the box? = no; is the box a place? = no; where is the key? = nothing
three is a number. eight is a number. eight keys are in the box. => three is number; eight is number; keys in box; keys is eight; three = 3; eight = 8 | where are the keys? = box; how many keys are in the box? = 8; is eight a number? = yes; is three a number? = yes; what is in the box? = keys; is three a color? = no; are the keys in the bag? = no; where are the pens? = nothing
the cat is not in the house but in the garden. the key is not in the box but in the bag. there is no ball in the car. => cat in garden; key in bag | where is the cat? = garden; where is the key? = bag; is the ball in the car? = no; is the cat in the house? = no; is the key in the box? = no; what is in the garden? = cat; what is in the bag? = key; where is the ball? = nothing; what is in the car? = nothing
there is no cat in the garden. there is no key in the box. no dog is in the house. the pen is in the bag. => pen in bag | is the cat in the garden? = no; is the key in the box? = no; is the dog in the house? = no; where is the pen? = bag; what is in the garden? = nothing; what is in the box? = nothing; what is in the house? = nothing; is the pen in the bag? = yes; where is the cat? = nothing
the number two. the number three. => two = 2; three = 3
two dogs are in the garden. three keys are in the box. four pens are in the bag. => dogs in garden; dogs is two; two = 2; keys in box; keys is three; three = 3; pens in bag; pens is four; four = 4 | how many dogs are in the garden? = 2; how many keys are in the box? = 3; how many pens are in the bag? = 4; where are the dogs? = garden; where are the keys? = box; where are the pens? = bag; what is in the box? = keys; are the pens in the box? = no
# The same counts written in digits. A digit word reads with the row of a known digit and is worth
# the number it writes, so a digit never seen in the quiz still counts (held out: 7 and 9).
2 dogs are in the park. 3 keys are in the box. => dogs in park; dogs is 2; 2 = 2; keys in box; keys is 3; 3 = 3 | how many dogs are in the park? = 2; how many keys are in the box? = 3; where are the dogs? = park; where are the keys? = box; what is in the park? = dogs; what is in the box? = keys; are the keys in the park? = no; where are the cats? = nothing
# What each token should do, from the hand-written reference in the test
# the_arithmetic_lines_pass_when_written_by_hand: the numbers put what they are worth on the stack,
# "+" does nothing because both are already there, "=" adds them, and "sum" names a group and takes
# the total.
#
# These lines have always scored 0, and not because the answer comes out wrong. Measured on the
# readers of the time: "1" reads as refer in all five at 94%, the space is empty at the start of a
# sentence so there is no earlier group to hold, and the reading is dead by the second token. The
# statements cannot pay anything until three programs and four rows are right at once.
#
# The trace pays for each row on its own, because a learned behaviour with an empty program is a
# no-op that keeps the reading alive rather than killing it. Measured: with these rows and every
# program empty, the statements score 0.0 and the trace scores 1.0.
#
# The weakness this had, and how it showed. Learned1 to Learned4 once all returned the token
# "learned", and Settle shared "doNothing" with Skip. Evolution found the hole at once: given a
# trace asking for "learned" three times it put Learned1 on all three, and "+" took Settle, so the
# whole trace scored while the reading died at the second word and computed nothing. One program
# cannot be PushValue and AddValues together. The vocabulary now names each slot and separates
# ending a sentence from doing nothing, so neither shortcut scores.
#
# That makes the trace harder to satisfy rather than easier: only the right slot earns credit now.
# It is the right trade, because a foothold that cannot finish is worth nothing, but it is a trade.
#
# Measured after the counts were added, with --invent so programs can actually change (without it
# they are copied through untouched, which silently wasted three runs): 1200 rounds at population
# 400 found learnedA = [PushValue] in BOTH islands independently, and one of them also found
# AddValues at the head of learnedB. Neither program had ever been found before; the baseline
# readers have learnedA empty. So the counts do what they were built to do.
#
# learnedC stayed empty in both islands, and that is NOT a bad draw waiting to come good. TakeValue
# reads the top of the stack instead of popping it, and sets a value on a group without touching the
# focus, so it changes nothing a trace can see: the counts are identical with and without it. No
# amount of searching finds a program that earns nothing. Rewarding it needs an assertion about the
# groups, which does not exist yet.
#
# The count after "sum" is 1 for the same reason, and it used to say 0. That was worse than a wrong
# number: only a reading that had pushed nothing at all could satisfy it, so the assertion meant to
# teach the last step was paying readers for the broken state instead.
#
# Also still missing at that point: one row falls back to Settle in each reader, and the values
# are not whole numbers (0.000 and 2.517, 2.314 and 0.492), so nothing reaches a statement and the
# lines score 0. The run traded, too: the three comparative lines started passing, "a bigger box is
# in the house" fell from 83% to 33%, and held-out lines went from 98.9% to 97.0%.
#
# SOLVED once the last three things were in place: worth on the sum token, values
# walked over the integers, and [ChooseName, TakeValue] drawable as a pair. Two seeds, 600 rounds
# each, population 400, 2 islands, --invent. All four readers across both seeds hold learnedC =
# [choose_name, take_value] and values 1=1, 2=2. Seed 1: all four lines 94.2%, weighted 99.1%.
# Seed 2: all four lines 100%, including the held-out one, weighted 99.6%, held-out lines 99.6%.
# These lines had scored 0.0% for as long as they had existed.
# Weighted, because the trace was shaped right and still too small to find. Three lines among 318
# learned ones are worth 0.0008 of the mean score for the first row fix, which sits under the noise
# of any other mutation in the same child: 400 rounds of evolution improved everything around them
# and moved these not at all.
#
# Evolution selects on the 255 training lines (every fifth learned line is held for validation),
# whose weight is 282 with these three at 10. So arithmetic is 10.6% of the training signal, and
# the same first fix is worth about 0.009, roughly eleven times as much. 20 was tried first and is
# too much: 19.2%, enough that a reader could profitably abandon fifty ordinary lines to win these
# three. (An earlier version of this comment said 8.7% and 16%, computed over all 318 learned lines,
# which is not the set that decides.) The rows involved (1, 2, +, =, sum) appear almost nowhere
# else, so the damage a fix can do elsewhere is small, but the share still has to stay honest.
#
# Only the learned lines are weighted. The held-out line keeps weight 1 so the reported test score
# stays comparable with every earlier run.
# A digit reads as a number word does (the same learned slot, a group worth its number), so that
# digits count things as well as add, and a digit never seen still reads as one by its form.
# A digit reads as a number word does (the same learned slot, a group worth its number), so that
# digits count things as well as add, and a digit never seen still reads as one by its form.
# Each sum scene names two results, "sum" and "result", so one scene asks for both.
1 + 1 = sum . 2 + 3 = result . => sum = 2; 1 = 1; result = 5; 2 = 2; 3 = 3 | what is the sum? = 2; what is the result? = 5
1 + 2 = sum . 4 + 4 = result . => sum = 3; 1 = 1; 2 = 2; result = 8; 4 = 4 | what is the sum? = 3; what is the result? = 8
2 + 2 = sum . 3 + 1 = result . => sum = 4; 2 = 2; result = 4; 3 = 3; 1 = 1 | what is the sum? = 4; what is the result? = 4
# A verb names a relation the way "bigger" does: a label pointer from the subject, completed by
# the object, and the question "who likes ann?" is the same edge with an unknown at one end.
tom likes ann. the dog chased the cat. the cat chased the bird. => tom likes ann; dog chased cat; cat chased bird | who likes ann? = tom; who chased the cat? = dog; who chased the bird? = cat; who likes the cat? = nothing; who chased ann? = nothing; who likes tom? = nothing; who likes the bird? = nothing; who chased the dog? = nothing
# Two clauses with a verb each: "and" reopens the last pointer, as in the two-clause lines above,
# and the second subject starts its own relation. Two subjects, one verb: the name waiting
# alongside stands in the same relation.
ann likes tom. tom likes ann and ann likes ben. the cat and the bird chased the mouse. => ann likes tom; tom likes ann; ann likes ben; cat chased mouse; bird chased mouse | who likes tom? = ann; who likes ben? = ann; who likes ann? = tom; who chased the mouse? = bird, cat; who likes kim? = nothing; who chased ben? = nothing; who likes the mouse? = nothing; who chased tom? = nothing
# One verb, two objects: "and" reopens the relation with its name, so the second name takes it
# from the same subject.
the dog and the cat chased the bird. tom likes ann and ben. ann likes kim. => dog chased bird; cat chased bird; tom likes ann; tom likes ben; ann likes kim | who chased the bird? = cat, dog; who likes ben? = tom; who likes ann? = tom; who likes kim? = ann; who chased the dog? = nothing; who likes the bird? = nothing; who likes tom? = nothing; who chased ann? = nothing
the dog chased the cat and the bird. kim likes ben. emma likes jack. => dog chased cat; dog chased bird; kim likes ben; emma likes jack | who chased the bird? = dog; who chased the cat? = dog; who likes ben? = kim; who likes jack? = emma; who likes kim? = nothing; who chased the dog? = nothing; who chased ben? = nothing; who likes emma? = nothing
the dog chased the cat and the cat chased the bird. ben likes ann. kim likes tom. => dog chased cat; cat chased bird; ben likes ann; kim likes tom | who chased the bird? = cat; who chased the cat? = dog; who likes ann? = ben; who likes tom? = kim; who chased the dog? = nothing; who likes ben? = nothing; who chased the mouse? = nothing; who likes kim? = nothing
# Number words add like digits: "two" runs the counting program (push its number), "=" adds, so
# the adder has to live in the "=" slot rather than in the digit's push.
the number one. the number five. => one = 1; five = 5
i have 4 dogs. five cats are in the house. => i owns dogs; dogs is 4; 4 = 4; cats in house; cats is five; five = 5 | how many dogs do i have? = 4; what do i have? = dogs; how many cats are in the house? = 5; where are the cats? = house; who has the dogs? = i; what is in the house? = cats; are the dogs in the house? = no; where are the dogs? = nothing
the number six. the number seven. => six = 6; seven = 7
six cats are in the house. seven birds are in the tree. => cats in house; cats is six; six = 6; birds in tree; birds is seven; seven = 7 | how many cats are in the house? = 6; how many birds are in the tree? = 7; where are the cats? = house; where are the birds? = tree; what is in the house? = cats; what is in the tree? = birds; are the birds in the house? = no; where are the dogs? = nothing
the number eight. the number nine. the number ten. => eight = 8; nine = 9; ten = 10
eight keys are in the bag. nine dogs are in the park. ten pens are in the box. => keys in bag; keys is eight; eight = 8; dogs in park; dogs is nine; nine = 9; pens in box; pens is ten; ten = 10 | how many keys are in the bag? = 8; how many dogs are in the park? = 9; how many pens are in the box? = 10; where are the keys? = bag; where are the dogs? = park; where are the pens? = box; what is in the bag? = keys; are the pens in the park? = no
# The sum asked for: "what is the sum" is answered with the number the sum carries, since the
# sum joined no group.
3 + 4 = sum . 5 + 1 = result . => sum = 7; 3 = 3; 4 = 4; result = 6; 5 = 5; 1 = 1 | what is the sum? = 7; what is the result? = 6
# The other signs, read by their form like the digits: an operation waits until one that binds
# no tighter follows or the sum ends, and a bracket is worked out first. The "+" above works the
# same way now (the trace names the slot that operates by the sign), and "=" applies what waits.
2 * 3 = result . 4 + 5 = sum . => result = 6; 2 = 2; 3 = 3; sum = 9; 4 = 4; 5 = 5 | what is the result? = 6; what is the sum? = 9
9 - 4 = result . 2 + 6 = sum . => result = 5; 9 = 9; 4 = 4; sum = 8; 2 = 2; 6 = 6 | what is the result? = 5; what is the sum? = 8
8 / 2 = result . 1 + 3 = sum . => result = 4; 8 = 8; 2 = 2; sum = 4; 1 = 1; 3 = 3 | what is the result? = 4; what is the sum? = 4
6 / 2 = result . 5 + 5 = sum . => result = 3; 6 = 6; 2 = 2; sum = 10; 5 = 5 | what is the result? = 3; what is the sum? = 10
8 / 4 = result . 3 + 3 = sum . => result = 2; 8 = 8; 4 = 4; sum = 6; 3 = 3 | what is the result? = 2; what is the sum? = 6
2 + 3 * 4 = result . 7 + 1 = sum . => result = 14; 2 = 2; 3 = 3; 4 = 4; sum = 8; 7 = 7; 1 = 1 | what is the result? = 14; what is the sum? = 8
( 2 + 3 ) * 4 = result . 2 + 7 = sum . => result = 20; 2 = 2; 3 = 3; 4 = 4; sum = 9; 7 = 7 | what is the result? = 20; what is the sum? = 9
6 * ( 1 + 2 ) = result . 4 + 2 = sum . => result = 18; 6 = 6; 1 = 1; 2 = 2; sum = 6; 4 = 4 | what is the result? = 18; what is the sum? = 6
# A sum asked bare, as a chat types it: the signs applied and the number answered.
turn: 2 + 2 = {eom} => | 4
turn: 3 * 5 = {eom} => | 15
two + two = sum . 3 + 2 = result . => sum = 4; two = 2; result = 5; 3 = 3; 2 = 2 | what is the sum? = 4; what is the result? = 5
one + two = sum . 4 * 2 = result . => sum = 3; one = 1; two = 2; result = 8; 4 = 4; 2 = 2 | what is the sum? = 3; what is the result? = 8
two + three = sum . 9 - 3 = result . => sum = 5; two = 2; three = 3; result = 6; 9 = 9; 3 = 3 | what is the sum? = 5; what is the result? = 6
# A list of three: the comma holds a name alongside the next, as "and" does, and the place at
# the end takes them all.
the cat and the dog are in the park. tom, ann and ben are in the house. => cat in park; dog in park; tom in house; ann in house; ben in house | what is in the park? = cat, dog; what is in the house? = ann, ben, tom; where is tom? = house; where is the cat? = park; where is ann? = house; where is the dog? = park; is ben in the park? = no; where is kim? = nothing
the key, the pen and the cup are in the box. the cat and the dog are black. => key in box; pen in box; cup in box; cat is black; dog is black | what is in the box? = cup, key, pen; what is black? = cat, dog; where is the key? = box; where is the cup? = box; is the cat black? = yes; is the key black? = no; what color is the dog? = black; where is the cat? = nothing
the key and the pen are in the box. the cup and the book are on the table. => key in box; pen in box; cup in table; book in table | what is in the box? = key, pen; what is in the table? = book, cup; where is the key? = box; where is the book? = table; where is the pen? = box; where is the cup? = table; what is on the table? = book, cup; is the cup in the box? = no
red is a color. the ball is red. tom had a bike. the bike is red. => red is color; ball is red; tom owns bike; bike is red | the color of the ball is = red; what color is the ball? = red; tom had a = bike; the color of the bike is = red; what color is the bike? = red; who had the bike? = tom; what is red? = ball, bike; is red a color? = yes
blue is a color. the car is blue. the box is big. the key is in the box. => blue is color; car is blue; box is big; key in box | the color of the car is = blue; the size of the box is = big; the key is in the = box; what color is the car? = blue; what is big? = box; where is the key? = box; is the car big? = no; what is in the box? = key
# The question "the color of X is" ends in "is" and the answer fills what X joined; it is easy to
# lose when other rows move, so a few scenes carry weight for it.
# "what color is X" without anyone having said that the color is a color: the answer is still
# what X joined, so the word "color" in the question must not demand a class the world lacks.
the ball is green. the door is white. water is red. => ball is green; door is white; water is red | the color of the ball is = green; the color of the door is = white; what color is water? = red; what color is the ball? = green; what color is the door? = white; the color of water is = red; what is white? = door; is the ball red? = no
the grass is green. the sky is blue. the bag is black. => grass is green; sky is blue; bag is black | what color is the grass? = green; what color is the sky? = blue; what color is the bag? = black; the color of the sky is = blue; what is black? = bag; is the grass blue? = no; the color of the grass is = green; what is green? = grass
the ball is yellow. the day is in the year. the day has a night. => ball is yellow; day in year; day owns night | what color is the ball? = yellow; what is in the year? = day; what does the day have? = night; where is the day? = year; the color of the ball is = yellow; what has a night? = day; is the ball in the year? = no; what does the ball have? = nothing
the work is in the city. the end is in the song. => work in city; end in song | where is the work? = city; where is the end? = song; what is in the city? = work; what is in the song? = end; is the work in the song? = no; where is the time? = nothing; is the end in the song? = yes; what is in the film? = nothing
the work is in the film. the year is in the song. => work in film; year in song | what is in the film? = work; where is the work? = film; where is the year? = song; what is in the song? = year; is the year in the film? = no; where is the end? = nothing; is the work in the film? = yes; what is in the city? = nothing
the end is in the film. the time is in the city. => end in film; time in city | what is in the film? = end; where is the end? = film; where is the time? = city; what is in the city? = time; is the end in the city? = no; is the time in the film? = no; where is the work? = nothing; is the time in the city? = yes
# How the world is, not just how sentences are. Every form here was measured against the readers of
# the time before being written: taxonomy, containment and part-of all read correctly with words no reader
# has ever seen, because the default row guesses "name" for an unknown word (97% to 100% in every
# reader). Three forms are deliberately absent. Causal and temporal facts keep nothing ("ice melts
# because it is warm." builds an empty space), counted facts are mangled ("a week has seven days."
# becomes "seven in week" and loses the days), and "what does X have?" retrieved nothing when these
# were first written, so the questions also ask "what is in X?" and "what has Y?".
# A kind joins another kind, then a thing joins the kind. "the dog" is what makes the second
# sentence point at the dog already known: with "a dog" the reader mints a second group and rex
# never reaches animal, though both readings print the same two statements. So a scene asks
# through a chain only where "the" joins it.
a dog is an animal. rex is the dog. a cat is an animal. tom is the cat. => dog is animal; rex is dog; cat is animal; tom is cat | is a dog an animal? = yes; is rex an animal? = yes; what is rex? = dog; what is a cat? = animal; is tom an animal? = yes; what is tom? = cat; is rex a cat? = no; is tom a dog? = no; is a cat an animal? = yes
a cow is an animal. bella is the cow. a duck is an animal. max is the duck. => cow is animal; bella is cow; duck is animal; max is duck | is a cow an animal? = yes; is bella an animal? = yes; what is bella? = cow; is max an animal? = yes; what is max? = duck; is bella a duck? = no; is a duck an animal? = yes; is max a cow? = no
a sheep is an animal. a bird is an animal. an oak is a tree. a tree is a plant. => sheep is animal; bird is animal; oak is tree; tree is plant | is a sheep an animal? = yes; is a bird an animal? = yes; is an oak a tree? = yes; what is a tree? = plant; what is a sheep? = animal; is a bird a plant? = no; is a tree an animal? = no; what is an oak? = tree
gold is a metal. iron is a metal. copper is a metal. water is a liquid. => gold is metal; iron is metal; copper is metal; water is liquid | is gold a metal? = yes; what is iron? = metal; what is copper? = metal; is water a liquid? = yes; what is water? = liquid; is water a metal? = no; is iron a liquid? = no; what is gold? = metal
a lily is a flower. a pine is a tree. a metal is hard. gold is the metal. => lily is flower; pine is tree; metal is hard; gold is metal | what is a lily? = flower; what is a pine? = tree; is gold hard? = yes; what is gold? = metal; is a lily a tree? = no; is a pine a flower? = no; is gold a flower? = no; is a metal hard? = yes
a tulip is a flower. the tulip is yellow. the heart is in the body. => tulip is flower; tulip is yellow; heart in body | is the tulip a flower? = yes; what is yellow? = tulip; where is the heart? = body; what color is the tulip? = yellow; what is in the body? = heart; is the heart yellow? = no; is the tulip in the body? = no; where is the tulip? = nothing
# Places, which are containment all the way down, and parts of a thing, which the reader holds as
# what the thing has.
paris is in france. france is in europe. a tree has leaves. a hand has fingers. => paris in france; france in europe; tree owns leaves; hand owns fingers | where is paris? = france; what is in europe? = france; what has leaves? = tree; what has fingers? = hand; where is france? = europe; what is in france? = paris; what does a tree have? = leaves; what does a hand have? = fingers
london is in england. england is in europe. a bird has wings. a car has an engine. => london in england; england in europe; bird owns wings; car owns engine | where is london? = england; what does a bird have? = wings; what has wings? = bird; what does a car have? = engine; where is england? = europe; what is in england? = london; what is in europe? = england; what has an engine? = car
a house has a door. a cat has claws. a bike has wheels. => house owns door; cat owns claws; bike owns wheels | what does a house have? = door; what has claws? = cat; what does a bike have? = wheels; what has wheels? = bike; what does a cat have? = claws; what has a door? = house; what does a door have? = nothing; what has wings? = nothing
a clock has hands. a jacket has buttons. a shirt has a pocket. => clock owns hands; jacket owns buttons; shirt owns pocket | what does a clock have? = hands; what has buttons? = jacket; what does a jacket have? = buttons; what has hands? = clock; what does a shirt have? = pocket; what has a pocket? = shirt; what has wings? = nothing; what does a pocket have? = nothing
test: a horse is an animal. silver is a metal. a daisy is a flower. => horse is animal; silver is metal; daisy is flower | is a horse an animal? = yes; what is silver? = metal; what is a daisy? = flower; what is a horse? = animal; is silver a flower? = no; is a daisy a metal? = no; is silver a metal? = yes; is a horse a flower? = no
test: rome is in italy. italy is in europe. a fish has fins. a book has pages. => rome in italy; italy in europe; fish owns fins; book owns pages | where is rome? = italy; what has fins? = fish; what does a book have? = pages; where is italy? = europe; what is in italy? = rome; what does a fish have? = fins; what has pages? = book; what is in europe? = italy
test: a bird is an animal. pip is the bird. a cup is in a box. the lamp is inside the room. => bird is animal; pip is bird; cup in box; lamp in room | is pip an animal? = yes; where is the cup? = box; what is in the room? = lamp; what is pip? = bird; where is the lamp? = room; what is in the box? = cup; is pip in the box? = no; is the cup an animal? = no
test: the fish is in the pond. I had a pen. it broke. blue is a color. the sky is blue. => fish in pond; i owns pen; pen: broke; blue is color; sky is blue | where is the fish? = pond; is the fish in the pond? = yes; what broke? = pen; who had the pen? = i; is the sky blue? = yes; what color is the sky? = blue; what did I have? = pen; is the fish blue? = no; what is in the pond? = fish
test: the house has a garage and a car. we had a dog. it was brown. the mouse is in the box. it is grey. => house owns garage; house owns car; we owns dog; dog is brown; mouse in box; mouse is grey | what does the house have? = car, garage; what did we have? = dog; what color is the dog? = brown; what is grey? = mouse; who had the dog? = we; where is the mouse? = box; what has a garage? = house; is the dog grey? = no; what is brown? = dog
test: a hat is in a bag. the bag is red. the fish is in the pond. it is gold. => hat in bag; bag is red; fish in pond; fish is gold | where is the hat? = bag; what is red? = bag; what is gold? = fish; where is the fish? = pond; what is in the bag? = hat; is the hat red? = no; what color is the fish? = gold; is the bag gold? = no
test: green is a color. the leaf is green. the coin is in the purse. the purse is in the bag. => green is color; leaf is green; coin in purse; purse in bag | what color is the leaf? = green; where is the purse? = bag; what is in the purse? = coin; where is the coin? = purse; what is green? = leaf; what is in the bag? = purse; is the coin green? = no; is green a color? = yes
test: a mouse is in the box and a bird is in the tree. green is a color. red is a color. the leaf is green. => mouse in box; bird in tree; green is color; red is color; leaf is green | where is the bird? = tree; what is in the box? = mouse; what color is the leaf? = green; where is the mouse? = box; what is in the tree? = bird; is red a color? = yes; is the leaf red? = no; what is green? = leaf
test: a frog is in the pond. the girl had a ball. I have a cup and a pen. => frog in pond; girl owns ball; i owns cup; i owns pen | is the frog in the pond? = yes; is the frog in the tree? = no; who had the ball? = girl; what do I have? = cup, pen; where is the frog? = pond; what did the girl have? = ball; who has the cup? = i; what is in the pond? = frog
test: tom had a bike. it broke down. the sky is blue. gold is a color. the ring is gold. => tom owns bike; bike: broke down; sky is blue; gold is color; ring is gold | what broke down? = bike; who had the bike? = tom; what is blue? = sky; what color is the ring? = gold; what did tom have? = bike; is gold a color? = yes; what is gold? = ring; is the bike blue? = no
test: tom had a bike. the bike is in the shed. it broke down. a rose is a flower. the rose is red. => tom owns bike; bike in shed; bike: broke down; rose is flower; rose is red | what broke down? = bike; where is the bike? = shed; is the rose a flower? = yes; what is red? = rose; who had the bike? = tom; what is in the shed? = bike; what color is the rose? = red; is the bike red? = no
test: the milk is in the cup. the bird is in the cage and the cage is in the room. a box has a key. => milk in cup; bird in cage; cage in room; box owns key | where is the milk? = cup; where is the cage? = room; what does the box have? = key; where is the bird? = cage; what is in the cup? = milk; what is in the cage? = bird; what has a key? = box; is the milk in the room? = no
test: the car is in the garage. the car is black. we have a house. the house has a door. => car in garage; car is black; we owns house; door in house | what is black? = car; where is the car? = garage; what is in the house? = door; what do we have? = house; what color is the car? = black; who has the house? = we; is the house black? = no; what is in the garage? = car
test: snow is white. the ball is in the box. the ball is in the bag. a bird is in the tree. a bird is in the cage. => snow is white; ball in bag; bird in tree; bird in cage | is snow white? = yes; is snow black? = no; where is the ball? = bag; where is the bird? = cage, tree; what is in the bag? = ball; what is in the box? = nothing; is the ball in the box? = no; what is white? = snow
test: the mouse is in the house. the mouse is in the garden. the pen is on the desk. the dog went to the park. => mouse in garden; pen in desk; dog in park | is the mouse in the house? = no; where is the pen? = desk; where is the dog? = park; where is the mouse? = garden; what is on the desk? = pen; what is in the park? = dog; is the dog in the garden? = no; what is in the house? = nothing
test: there is a bird in the tree. the door of the car is black. the boys were in the room. => bird in tree; door in car; door is black; boys in room | where is the bird? = tree; what is black? = door; where are the boys? = room; where is the door? = car; what is in the tree? = bird; what is in the room? = boys; is the bird black? = no; are the boys in the tree? = no
test: tom is at the park. the fish went into the pond. the cat was on the bed. then the cat went to the garden. => tom in park; fish in pond; cat in garden | where is tom? = park; what is in the pond? = fish; where is the cat? = garden; where is the fish? = pond; what is in the park? = tom; is the cat on the bed? = no; what is on the bed? = nothing; is tom in the pond? = no
test: sam had a car. sam had a key. the key is in his car. mia is in the garden. her dog is in the house. => sam owns car; sam owns key; key in car; mia in garden; mia owns dog; dog in house | where is the key? = car; who had the dog? = mia; who had the car? = sam; where is mia? = garden; where is the dog? = house; what did sam have? = car, key; what is in the car? = key; is the dog in the garden? = no
test: sam had a bike. his hat is blue. the boys are in the room. they had a ball. => sam owns bike; sam owns hat; hat is blue; boys in room; boys owns ball | who had the hat? = sam; who had the ball? = boys; what is blue? = hat; who had the bike? = sam; where are the boys? = room; what did the boys have? = ball; is the bike blue? = no; what did sam have? = bike, hat
test: mia went to the park. she had a kite. the box is red. its lid is blue. => mia in park; mia owns kite; box is red; box owns lid; lid is blue | who had the kite? = mia; what is blue? = lid; where is mia? = park; what is red? = box; what does the box have? = lid; what did mia have? = kite; is the kite blue? = no; is the lid red? = no
test: sam is in the garden with mia. the bird is in the tree but the cat is in the house. the cup that is on the table is blue. => sam in garden; mia in garden; bird in tree; cat in house; cup in table; cup is blue | where is mia? = garden; where is the cat? = house; what is blue? = cup; where is sam? = garden; where is the bird? = tree; where is the cup? = table; what is in the garden? = mia, sam; is the cat blue? = no
test: a red ball is in the box. the old dog is in the garden. the bird will be in the cage. => ball is red; ball in box; dog is old; dog in garden; bird in cage | what is red? = ball; where is the dog? = garden; what is old? = dog; where is the bird? = cage; where is the ball? = box; what is in the cage? = bird; is the ball old? = no; is the dog red? = no
test: ann had a new car. the big cat is black. the mouse went from the box to the house. => ann owns car; car is new; cat is big; cat is black; mouse in house | what is new? = car; what is big? = cat; where is the mouse? = house; who had the car? = ann; what is black? = cat; what is in the house? = mouse; is the car big? = no; is the mouse in the box? = no
test: sam had a blue car. the coin is in the big box. two birds are in the tree. => sam owns car; car is blue; coin in box; box is big; birds in tree; birds is two; two = 2 | what is blue? = car; what is big? = box; where are the birds? = tree; how many birds are in the tree? = 2; who had the car? = sam; where is the coin? = box; what is in the box? = coin; is the car big? = no
test: a dog is in the park. the other dog is in the house. the cup is on the table with the pen. => dog in park; dog in house; cup in table; pen in table | where is the dog? = house, park; where is the pen? = table; where is the cup? = table; what is in the park? = dog; what is on the table? = cup, pen; is the pen in the house? = no; what is in the house? = dog; where is the cat? = nothing
test: the handle of the cup is blue. the cup is on the desk. the coin is in it. => handle in cup; handle is blue; cup in desk; coin in cup | what is blue? = handle; where is the handle? = cup; where is the coin? = cup; where is the cup? = desk; what is in the cup? = coin, handle; what is on the desk? = cup; is the cup blue? = no; is the coin blue? = no
test: sam is in the garden. mia is in the garden with him. the dog is in the house. the cat is also in the house. => sam in garden; mia in garden; dog in house; cat in house | where is mia? = garden; where is the cat? = house; where is sam? = garden; where is the dog? = house; what is in the garden? = mia, sam; what is in the house? = cat, dog; is mia in the house? = no; is the cat in the garden? = no
test: only the bird is in the cage. all the dogs are in the park. three cats are on the bed. => bird in cage; dogs in park; cats in bed; cats is three; three = 3 | what is in the cage? = bird; where are the dogs? = park; where are the cats? = bed; how many cats are on the bed? = 3; where is the bird? = cage; what is in the park? = dogs; what is on the bed? = cats; are the dogs in the cage? = no
test: the bird flew into the cage. the girls are in the room. mia is with them. ann had a blue hat. => bird in cage; girls in room; mia in room; ann owns hat; hat is blue | where is the bird? = cage; where is mia? = room; what is blue? = hat; where are the girls? = room; who had the hat? = ann; what is in the cage? = bird; is mia in the cage? = no; what is in the room? = girls, mia
test: the key which is on the desk is small. the pen is in the cup. the pen is not in the cup. the sky is not green. => key in desk; key is small | what is small? = key; where is the pen? = nothing; is the sky green? = no; where is the key? = desk; is the pen in the cup? = no; what is in the cup? = nothing; what is on the desk? = key; is the key green? = no
test: the box is red. the box is not red. the mouse is in the house. the mouse left the house. => | is the box red? = no; where is the mouse? = nothing; is the mouse in the house? = no; what is red? = nothing; what is in the house? = nothing; what color is the box? = nothing; where is the box? = nothing; is the mouse red? = no
test: sam had a kite. sam lost the kite. there is no pen in the bag. the ball is not in the box but in the cup. => ball in cup | who had the kite? = nothing; is the pen in the bag? = no; where is the ball? = cup; what did sam have? = nothing; is the ball in the box? = no; what is in the cup? = ball; where is the pen? = nothing; what is in the bag? = nothing
